Analyte Abv.,Analyte Name,CASRN,Treatment Process,Test Scale,Matrix,Matrix Detail,Treatment Temperature (°C),Treatment Time,Condition Details,Effectiveness (%),Effectiveness Type,Measure Details,Initial Concentration,Initial Details,Post Concentration,Post Details,Offgas Concentration,Additional Details,Citation
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,75 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.00069 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0003 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,75 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.00084 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0021 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,ND,Limit of detection = 0.2 ug/kg,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0013 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,ND,Limit of detection not given,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00042 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.0015 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.0004 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0045 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.0044 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00049 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00047 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0013 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.00059 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00033 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,450,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0034 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.0072 mg/kg,,,Milligrams contaminant per kilogram of soil,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0009 mg/kg,,,Milligrams contaminant per kilogram of soil,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.0008 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00078 mg/kg,,,Milligrams contaminant per kilogram of soil,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0019 mg/kg,,,Milligrams contaminant per kilogram of soil,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00073 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0037 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.001 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00028 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0013 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.00039 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00032 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0045 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0014 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.01 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00026 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00066 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.0007 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,350,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0062 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0012 mg/kg,,,Milligrams per contaminant per kilogram of soil,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.0094 mg/kg,,,Milligrams per contaminant per kilogram of soil,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00032 mg/kg,,,Milligrams per contaminant per kilogram of soil,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0014 mg/kg,,,Milligrams per contaminant per kilogram of soil,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00046 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.00074 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0044 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.014 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00026 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.00082 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00085 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,45 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0055 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0016 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0032 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00061 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.0018 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0016 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,250,15 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.01 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.01 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxS,Perfluorohexyl sulfonate,355-46-4 as acid,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0011 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0075 mg/kg,Interpolated from Fig 1A,0.0018 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.001 mg/kg,Interpolated from Fig 1A,0.00038 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0025 mg/kg,Interpolated from Fig 1A,0.001 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.00075 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,75 minute,,,,,˜0.0013 mg/kg,Interpolated from Fig 1A,0.0042 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Lab,Soil,AFFF contaminated soil,150,45 minute,,,,,˜0.0135 mg/kg,Interpolated from Fig 1A,0.0079 mg/kg,,,Post-treatment concentration from Table S3 of supplemental information; concentrations dry weight,Sorengard et al 2020
